Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
1432,3,medium,8,11,6700,0,0,0
1433,3,small,4,17,6700,0,0,0
1434,3,medium,8,10,6700,0,0,0
1435,1,large,12,6,6800,0,0,0
1436,1,small,4,16,6800,0,0,0
1437,1,small,3,15,6800,0,0,0
1438,1,medium,7,11,6800,0,0,0
1439,1,large,13,8,6800,0,0,0
1440,1,large,12,6,6800,0,0,0
1441,2,medium,7,11,6800,0,0,0
1442,2,medium,8,12,6800,0,0,0
1443,2,small,4,19,6800,0,0,0
1444,2,large,13,9,6800,0,0,0
1445,2,small,3,15,6800,0,0,0
1446,2,small,3,17,6800,0,0,0
1447,2,medium,9,13,6800,0,0,0
1448,2,medium,7,12,6800,0,0,0
1449,3,medium,7,10,6800,0,0,0
1450,3,medium,8,11,6800,0,0,0
1451,3,small,3,18,6800,0,0,0
1452,3,large,15,5,6800,0,0,0
1453,3,medium,8,11,6800,0,0,0
1454,3,small,4,16,6800,0,0,0
1455,1,medium,9,12,6900,0,0,0
1456,1,small,4,15,6900,0,0,0
1457,1,small,3,16,6900,0,0,0
1458,1,small,4,18,6900,0,0,0
1459,1,large,13,5,6900,0,0,0
1460,1,small,3,17,6900,0,0,0
1461,2,large,12,5,6900,0,0,0
1462,2,small,4,17,6900,0,0,0
1463,2,large,16,9,6900,0,0,0
1464,2,small,4,15,6900,0,0,0
1465,2,small,3,17,6900,0,0,0
1466,2,large,13,8,6900,0,0,0
1467,2,medium,9,11,6900,0,0,0
1468,2,large,16,9,6900,0,0,0
1469,3,small,3,18,6900,0,0,0
1470,3,medium,9,13,6900,0,0,0
1471,3,medium,7,10,6900,0,0,0
1472,3,small,3,19,6900,0,0,0
1473,3,medium,8,11,6900,0,0,0
1474,3,medium,8,12,6900,0,0,0
1475,1,large,15,5,7000,0,0,0
1476,1,large,13,7,7000,0,0,0
1477,1,medium,7,13,7000,0,0,0
1478,1,small,4,19,7000,0,0,0
1479,1,medium,7,11,7000,0,0,0
1480,1,medium,7,11,7000,0,0,0
1481,1,medium,7,14,7000,0,0,0
1482,1,medium,7,14,7000,0,0,0
1483,2,medium,8,12,7000,0,0,0
1484,2,large,13,6,7000,0,0,0
1485,2,small,4,15,7000,0,0,0
1486,2,medium,7,13,7000,0,0,0
1487,2,large,16,7,7000,0,0,0
1488,2,large,12,7,7000,0,0,0
1489,3,small,3,18,7000,0,0,0
1490,3,small,3,16,7000,0,0,0
1491,3,large,15,8,7000,0,0,0
1492,3,large,16,8,7000,0,0,0
1493,3,medium,7,14,7000,0,0,0
1494,3,medium,7,14,7000,0,0,0
1495,1,large,12,5,7100,0,0,0
1496,1,large,14,6,7100,0,0,0
1497,1,large,13,7,7100,0,0,0
1498,1,small,4,18,7100,0,0,0
1499,1,large,15,8,7100,0,0,0
1500,1,small,3,17,7100,0,0,0
1501,1,small,4,16,7100,0,0,0
1502,2,medium,9,12,7100,0,0,0
1503,2,medium,7,12,7100,0,0,0
1504,2,small,3,16,7100,0,0,0
1505,2,small,4,19,7100,0,0,0
1506,2,medium,7,10,7100,0,0,0
1507,2,large,13,7,7100,0,0,0
1508,2,medium,9,10,7100,0,0,0
1509,3,small,3,17,7100,0,0,0
1510,3,small,4,15,7100,0,0,0
1511,3,medium,9,10,7100,0,0,0
1512,3,small,3,15,7100,0,0,0
1513,3,medium,9,10,7100,0,0,0
1514,3,large,15,7,7100,0,0,0
1515,3,small,4,19,7100,0,0,0
1516,3,large,14,5,7100,0,0,0
1517,1,small,4,17,7200,0,0,0
1518,1,large,16,8,7200,0,0,0
1519,1,medium,9,13,7200,0,0,0
1520,1,small,3,19,7200,0,0,0
1521,1,small,3,16,7200,0,0,0
1522,1,large,14,7,7200,0,0,0
1523,2,medium,7,10,7200,0,0,0
1524,2,small,4,19,7200,0,0,0
1525,2,small,3,17,7200,0,0,0
1526,2,large,13,5,7200,0,0,0
1527,2,medium,8,12,7200,0,0,0
1528,2,small,4,18,7200,0,0,0
1529,2,medium,7,14,7200,0,0,0
1530,3,large,13,8,7200,0,0,0
1531,3,large,12,6,7200,0,0,0
1532,3,small,3,16,7200,0,0,0
1533,3,medium,8,10,7200,0,0,0
1534,3,small,4,15,7200,0,0,0
1535,3,medium,9,11,7200,0,0,0
1536,3,large,15,8,7200,0,0,0
1537,3,medium,8,13,7200,0,0,0
1538,1,medium,8,11,7300,0,0,0
1539,1,medium,8,13,7300,0,0,0
1540,1,medium,7,14,7300,0,0,0
1541,1,medium,7,10,7300,0,0,0
1542,1,medium,8,14,7300,0,0,0
1543,1,medium,8,11,7300,0,0,0
1544,1,small,4,15,7300,0,0,0
1545,1,large,13,8,7300,0,0,0
1546,2,small,4,18,7300,0,0,0
1547,2,medium,9,14,7300,0,0,0
1548,2,medium,7,11,7300,0,0,0
1549,2,small,3,19,7300,0,0,0
1550,2,large,16,8,7300,0,0,0
1551,2,large,13,5,7300,0,0,0
1552,2,medium,8,10,7300,0,0,0
1553,3,large,14,9,7300,0,0,0
1554,3,small,4,17,7300,0,0,0
1555,3,large,16,8,7300,0,0,0
1556,3,large,13,9,7300,0,0,0
1557,3,large,12,7,7300,0,0,0
1558,3,medium,9,12,7300,0,0,0
1559,3,large,14,5,7300,0,0,0
1560,1,small,3,18,7400,0,0,0
1561,1,large,13,8,7400,0,0,0
1562,1,medium,9,13,7400,0,0,0
1563,1,medium,9,10,7400,0,0,0
1564,1,medium,8,12,7400,0,0,0
1565,1,large,14,7,7400,0,0,0
1566,1,large,12,5,7400,0,0,0
1567,1,small,4,16,7400,0,0,0
1568,2,small,3,16,7400,0,0,0
1569,2,large,15,9,7400,0,0,0
1570,2,small,3,18,7400,0,0,0
1571,2,medium,9,11,7400,0,0,0
1572,2,medium,9,14,7400,0,0,0
1573,2,small,3,18,7400,0,0,0
1574,2,medium,9,13,7400,0,0,0
1575,3,small,4,19,7400,0,0,0
1576,3,medium,7,12,7400,0,0,0
1577,3,medium,7,14,7400,0,0,0
1578,3,large,12,7,7400,0,0,0
1579,3,large,14,8,7400,0,0,0
1580,3,small,4,16,7400,0,0,0
1581,3,large,13,7,7400,0,0,0
1582,3,small,4,19,7400,0,0,0
1583,1,medium,7,10,7500,0,0,0
1584,1,small,3,16,7500,0,0,0
1585,1,small,4,17,7500,0,0,0
1586,1,medium,9,11,7500,0,0,0
1587,1,large,15,6,7500,0,0,0
1588,1,small,3,16,7500,0,0,0
1589,1,medium,8,13,7500,0,0,0
1590,2,small,3,19,7500,0,0,0
1591,2,medium,7,12,7500,0,0,0
1592,2,large,15,7,7500,0,0,0
1593,2,small,4,18,7500,0,0,0
1594,2,small,3,16,7500,0,0,0
1595,2,small,4,19,7500,0,0,0
1596,2,small,3,18,7500,0,0,0
1597,2,small,3,18,7500,0,0,0
1598,3,large,13,9,7500,0,0,0
1599,3,medium,8,11,7500,0,0,0
1600,3,large,16,6,7500,0,0,0
1601,3,large,13,6,7500,0,0,0
1602,3,medium,8,11,7500,0,0,0
1603,3,medium,8,10,7500,0,0,0
1604,3,medium,9,11,7500,0,0,0
1605,3,large,14,8,7500,0,0,0
1606,1,small,4,15,7600,0,0,0
1607,1,medium,9,12,7600,0,0,0
1608,1,medium,8,14,7600,0,0,0
1609,1,medium,7,14,7600,0,0,0
1610,1,medium,9,12,7600,0,0,0
1611,1,large,15,5,7600,0,0,0
1612,1,small,3,19,7600,0,0,0
1613,1,medium,8,10,7600,0,0,0
1614,2,large,13,9,7600,0,0,0
1615,2,medium,7,11,7600,0,0,0
1616,2,large,14,5,7600,0,0,0
1617,2,medium,9,11,7600,0,0,0
1618,2,small,3,15,7600,0,0,0
1619,2,small,4,16,7600,0,0,0
1620,2,small,4,17,7600,0,0,0
1621,2,large,16,6,7600,0,0,0
1622,3,large,15,9,7600,0,0,0
1623,3,medium,8,12,7600,0,0,0
1624,3,medium,7,12,7600,0,0,0
1625,3,medium,8,12,7600,0,0,0
1626,3,small,3,19,7600,0,0,0
1627,3,large,13,9,7600,0,0,0
1628,1,medium,7,13,7700,0,0,0
1629,1,small,4,17,7700,0,0,0
1630,1,small,3,19,7700,0,0,0
1631,1,medium,9,10,7700,0,0,0
1632,1,small,3,19,7700,0,0,0
1633,1,large,14,9,7700,0,0,0
1634,1,medium,9,12,7700,0,0,0
1635,2,small,4,18,7700,0,0,0
1636,2,small,4,15,7700,0,0,0
1637,2,medium,8,12,7700,0,0,0
1638,2,small,3,15,7700,0,0,0
1639,2,medium,9,11,7700,0,0,0
1640,2,large,14,6,7700,0,0,0
1641,3,large,16,5,7700,0,0,0
1642,3,medium,7,10,7700,0,0,0
1643,3,large,15,5,7700,0,0,0
1644,3,small,4,16,7700,0,0,0
1645,3,large,16,9,7700,0,0,0
1646,3,small,4,15,7700,0,0,0
1647,3,small,3,17,7700,0,0,0
1648,3,large,12,7,7700,0,0,0
1649,1,small,4,19,7800,0,0,0
1650,1,small,3,16,7800,0,0,0
1651,1,small,3,17,7800,0,0,0
1652,1,large,15,9,7800,0,0,0
1653,1,large,15,8,7800,0,0,0
1654,1,small,3,15,7800,0,0,0
1655,2,medium,7,13,7800,0,0,0
1656,2,medium,7,13,7800,0,0,0
1657,2,medium,7,11,7800,0,0,0
1658,2,medium,8,12,7800,0,0,0
1659,2,large,13,6,7800,0,0,0
1660,2,large,14,8,7800,0,0,0
1661,2,small,4,16,7800,0,0,0
1662,2,small,4,15,7800,0,0,0
1663,3,small,3,18,7800,0,0,0
1664,3,small,3,15,7800,0,0,0
1665,3,large,13,5,7800,0,0,0
1666,3,large,13,6,7800,0,0,0
1667,3,medium,8,14,7800,0,0,0
1668,3,small,4,19,7800,0,0,0
1669,3,medium,8,10,7800,0,0,0
1670,1,large,12,6,7900,0,0,0
1671,1,medium,8,10,7900,0,0,0
1672,1,medium,7,13,7900,0,0,0
1673,1,large,12,6,7900,0,0,0
1674,1,small,3,19,7900,0,0,0
1675,1,large,12,9,7900,0,0,0
1676,1,small,3,19,7900,0,0,0
1677,2,medium,9,14,7900,0,0,0
1678,2,medium,9,10,7900,0,0,0
1679,2,small,4,19,7900,0,0,0
1680,2,small,4,18,7900,0,0,0
1681,2,medium,8,12,7900,0,0,0
1682,2,small,3,19,7900,0,0,0
1683,2,large,12,7,7900,0,0,0
1684,3,small,3,18,7900,0,0,0
1685,3,small,4,17,7900,0,0,0
1686,3,medium,9,12,7900,0,0,0
1687,3,small,3,18,7900,0,0,0
1688,3,large,15,6,7900,0,0,0
1689,3,large,14,5,7900,0,0,0
1690,1,large,16,6,8000,0,0,0
1691,1,small,4,19,8000,0,0,0
1692,1,small,4,17,8000,0,0,0
1693,1,medium,9,12,8000,0,0,0
1694,1,large,12,8,8000,0,0,0
1695,1,large,12,9,8000,0,0,0
1696,2,medium,8,13,8000,0,0,0
1697,2,large,16,7,8000,0,0,0
1698,2,large,14,9,8000,0,0,0
1699,2,large,13,6,8000,0,0,0
1700,2,large,13,7,8000,0,0,0
1701,2,medium,7,11,8000,0,0,0
1702,3,large,13,7,8000,0,0,0
1703,3,large,14,6,8000,0,0,0
1704,3,medium,8,14,8000,0,0,0
1705,3,medium,7,12,8000,0,0,0
1706,3,medium,8,13,8000,0,0,0
1707,3,medium,9,11,8000,0,0,0
1708,3,small,3,15,8000,0,0,0
1709,3,medium,9,12,8000,0,0,0
1710,1,small,3,16,8100,0,0,0
1711,1,medium,9,13,8100,0,0,0
1712,1,large,14,8,8100,0,0,0
1713,1,large,13,8,8100,0,0,0
1714,1,medium,7,13,8100,0,0,0
1715,1,medium,9,11,8100,0,0,0
1716,1,large,12,6,8100,0,0,0
1717,2,large,12,9,8100,0,0,0
1718,2,large,15,9,8100,0,0,0
1719,2,medium,8,12,8100,0,0,0
1720,2,medium,8,14,8100,0,0,0
1721,2,large,13,5,8100,0,0,0
1722,2,large,13,6,8100,0,0,0
1723,3,small,4,19,8100,0,0,0
1724,3,small,4,15,8100,0,0,0
1725,3,small,3,16,8100,0,0,0
1726,3,medium,9,10,8100,0,0,0
1727,3,medium,8,14,8100,0,0,0
1728,3,medium,7,11,8100,0,0,0
1729,1,small,3,19,8200,0,0,0
1730,1,large,12,5,8200,0,0,0
1731,1,large,14,5,8200,0,0,0
1732,1,small,4,17,8200,0,0,0
1733,1,large,12,5,8200,0,0,0
1734,1,large,14,6,8200,0,0,0
1735,1,medium,7,11,8200,0,0,0
1736,2,large,14,9,8200,0,0,0
1737,2,medium,8,10,8200,0,0,0
1738,2,medium,7,14,8200,0,0,0
1739,2,small,3,19,8200,0,0,0
1740,2,medium,8,14,8200,0,0,0
1741,2,large,13,8,8200,0,0,0
1742,2,small,4,17,8200,0,0,0
1743,3,medium,7,14,8200,0,0,0
1744,3,large,15,5,8200,0,0,0
1745,3,large,16,6,8200,0,0,0
1746,3,large,14,5,8200,0,0,0
1747,3,large,12,8,8200,0,0,0
1748,3,small,3,19,8200,0,0,0
1749,3,large,13,7,8200,0,0,0
1750,1,medium,9,10,8300,0,0,0
1751,1,medium,8,10,8300,0,0,0
1752,1,medium,7,14,8300,0,0,0
1753,1,large,13,5,8300,0,0,0
1754,1,large,16,9,8300,0,0,0
1755,1,small,3,19,8300,0,0,0
1756,2,large,13,6,8300,0,0,0
1757,2,medium,8,13,8300,0,0,0
1758,2,small,4,15,8300,0,0,0
1759,2,medium,7,11,8300,0,0,0
1760,2,small,4,19,8300,0,0,0
1761,2,medium,7,13,8300,0,0,0
1762,2,large,12,5,8300,0,0,0
1763,3,small,4,15,8300,0,0,0
1764,3,small,4,17,8300,0,0,0
1765,3,large,12,5,8300,0,0,0
1766,3,small,4,15,8300,0,0,0
1767,3,large,16,5,8300,0,0,0
1768,3,large,14,9,8300,0,0,0
1769,3,large,15,8,8300,0,0,0
1770,1,large,12,7,8400,0,0,0
1771,1,large,12,7,8400,0,0,0
1772,1,large,14,9,8400,0,0,0
1773,1,medium,9,11,8400,0,0,0
1774,1,large,16,9,8400,0,0,0
1775,1,large,14,7,8400,0,0,0
1776,2,small,4,17,8400,0,0,0
1777,2,medium,8,13,8400,0,0,0
1778,2,large,15,5,8400,0,0,0
1779,2,large,16,5,8400,0,0,0
1780,2,large,16,5,8400,0,0,0
1781,2,medium,9,12,8400,0,0,0
1782,2,medium,7,10,8400,0,0,0
1783,3,large,14,7,8400,0,0,0
1784,3,large,13,8,8400,0,0,0
1785,3,small,4,16,8400,0,0,0
1786,3,medium,8,12,8400,0,0,0
1787,3,small,4,17,8400,0,0,0
1788,3,small,4,17,8400,0,0,0
1789,1,medium,8,12,8500,0,0,0
1790,1,small,4,16,8500,0,0,0
1791,1,small,4,19,8500,0,0,0
1792,1,medium,9,13,8500,0,0,0
1793,1,medium,9,14,8500,0,0,0
1794,1,medium,7,13,8500,0,0,0
1795,1,medium,8,12,8500,0,0,0
1796,1,large,15,8,8500,0,0,0
1797,2,large,15,6,8500,0,0,0
1798,2,medium,9,13,8500,0,0,0
1799,2,medium,7,13,8500,0,0,0
1800,2,large,14,9,8500,0,0,0
1801,2,medium,7,10,8500,0,0,0
1802,2,medium,9,10,8500,0,0,0
1803,2,medium,8,12,8500,0,0,0
1804,2,medium,7,11,8500,0,0,0
1805,3,small,3,19,8500,0,0,0
1806,3,large,12,5,8500,0,0,0
1807,3,medium,9,10,8500,0,0,0
1808,3,medium,9,13,8500,0,0,0
1809,3,medium,9,14,8500,0,0,0
1810,3,large,13,9,8500,0,0,0
1811,3,large,13,7,8500,0,0,0
1812,1,small,4,18,8600,0,0,0
1813,1,medium,7,14,8600,0,0,0
1814,1,small,3,19,8600,0,0,0
1815,1,large,12,9,8600,0,0,0
1816,1,small,4,15,8600,0,0,0
1817,1,small,3,19,8600,0,0,0
1818,2,small,3,15,8600,0,0,0
1819,2,small,3,17,8600,0,0,0
1820,2,medium,9,10,8600,0,0,0
1821,2,large,14,6,8600,0,0,0
1822,2,large,15,8,8600,0,0,0
1823,2,large,13,8,8600,0,0,0
1824,3,large,14,5,8600,0,0,0
1825,3,medium,8,12,8600,0,0,0
1826,3,medium,8,12,8600,0,0,0
1827,3,medium,7,11,8600,0,0,0
1828,3,large,14,9,8600,0,0,0
1829,3,small,4,18,8600,0,0,0
1830,3,small,3,17,8600,0,0,0
1831,1,large,15,8,8700,0,0,0
1832,1,medium,8,10,8700,0,0,0
1833,1,large,12,7,8700,0,0,0
1834,1,large,16,6,8700,0,0,0
1835,1,large,12,5,8700,0,0,0
1836,1,medium,9,13,8700,0,0,0
1837,2,medium,7,13,8700,0,0,0
1838,2,large,12,9,8700,0,0,0
1839,2,medium,9,13,8700,0,0,0
1840,2,small,4,15,8700,0,0,0
1841,2,small,3,17,8700,0,0,0
1842,2,large,12,6,8700,0,0,0
1843,2,medium,9,13,8700,0,0,0
1844,3,large,12,5,8700,0,0,0
1845,3,large,12,6,8700,0,0,0
1846,3,medium,7,11,8700,0,0,0
1847,3,large,14,8,8700,0,0,0
1848,3,small,4,15,8700,0,0,0
1849,3,small,3,15,8700,0,0,0
1850,1,medium,9,10,8800,0,0,0
1851,1,large,13,9,8800,0,0,0
1852,1,medium,9,12,8800,0,0,0
1853,1,small,3,15,8800,0,0,0
1854,1,medium,8,14,8800,0,0,0
1855,1,large,14,7,8800,0,0,0
1856,2,small,4,17,8800,0,0,0
1857,2,medium,9,11,8800,0,0,0
1858,2,large,16,7,8800,0,0,0
1859,2,large,12,7,8800,0,0,0
1860,2,medium,7,14,8800,0,0,0
1861,2,small,4,18,8800,0,0,0
1862,2,small,3,15,8800,0,0,0
1863,2,small,4,18,8800,0,0,0
1864,3,medium,9,13,8800,0,0,0
1865,3,large,14,8,8800,0,0,0
1866,3,small,4,19,8800,0,0,0
1867,3,medium,7,11,8800,0,0,0
1868,3,small,4,15,8800,0,0,0
1869,3,large,16,7,8800,0,0,0
1870,3,small,3,16,8800,0,0,0
1871,3,medium,9,12,8800,0,0,0
1872,1,large,14,5,8900,0,0,0
1873,1,small,3,15,8900,0,0,0
1874,1,large,12,8,8900,0,0,0
1875,1,large,16,6,8900,0,0,0
1876,1,medium,7,10,8900,0,0,0
1877,1,large,16,5,8900,0,0,0
1878,1,large,13,7,8900,0,0,0
1879,2,small,3,19,8900,0,0,0
1880,2,small,4,15,8900,0,0,0
1881,2,medium,8,11,8900,0,0,0
1882,2,medium,8,14,8900,0,0,0
1883,2,small,4,16,8900,0,0,0
1884,2,small,3,17,8900,0,0,0
1885,2,medium,8,14,8900,0,0,0
1886,2,small,4,17,8900,0,0,0
1887,3,medium,7,10,8900,0,0,0
1888,3,small,4,18,8900,0,0,0
1889,3,large,12,7,8900,0,0,0
1890,3,small,4,16,8900,0,0,0
1891,3,medium,7,10,8900,0,0,0
1892,3,medium,8,13,8900,0,0,0
1893,1,large,12,7,9000,0,0,0
1894,1,medium,7,11,9000,0,0,0
1895,1,medium,8,10,9000,0,0,0
1896,1,medium,7,11,9000,0,0,0
1897,1,medium,8,12,9000,0,0,0
1898,1,small,3,18,9000,0,0,0
1899,1,small,4,17,9000,0,0,0
1900,2,medium,7,12,9000,0,0,0
1901,2,small,4,16,9000,0,0,0
1902,2,small,3,17,9000,0,0,0
1903,2,large,13,6,9000,0,0,0
1904,2,medium,8,10,9000,0,0,0
1905,2,medium,8,11,9000,0,0,0
1906,2,medium,7,14,9000,0,0,0
1907,2,small,3,18,9000,0,0,0
1908,3,medium,8,12,9000,0,0,0
1909,3,medium,9,14,9000,0,0,0
1910,3,small,3,15,9000,0,0,0
1911,3,medium,8,13,9000,0,0,0
1912,3,small,4,17,9000,0,0,0
1913,3,medium,8,14,9000,0,0,0
1914,1,medium,7,10,9100,0,0,0
1915,1,large,12,8,9100,0,0,0
1916,1,medium,7,10,9100,0,0,0
1917,1,medium,9,10,9100,0,0,0
1918,1,large,16,8,9100,0,0,0
1919,1,small,3,18,9100,0,0,0
1920,1,small,3,19,9100,0,0,0
1921,2,small,3,17,9100,0,0,0
1922,2,small,3,19,9100,0,0,0
1923,2,small,3,19,9100,0,0,0
1924,2,small,3,18,9100,0,0,0
1925,2,medium,7,14,9100,0,0,0
1926,2,medium,8,14,9100,0,0,0
1927,2,medium,8,13,9100,0,0,0
1928,3,small,4,18,9100,0,0,0
1929,3,small,4,18,9100,0,0,0
1930,3,small,4,16,9100,0,0,0
1931,3,large,15,8,9100,0,0,0
1932,3,medium,9,13,9100,0,0,0
1933,3,large,13,9,9100,0,0,0
1934,3,medium,8,12,9100,0,0,0
1935,1,large,12,8,9200,0,0,0
1936,1,medium,8,14,9200,0,0,0
1937,1,small,4,18,9200,0,0,0
1938,1,small,3,18,9200,0,0,0
1939,1,medium,7,10,9200,0,0,0
1940,1,large,12,6,9200,0,0,0
1941,1,medium,7,11,9200,0,0,0
1942,1,large,13,7,9200,0,0,0
1943,2,small,4,19,9200,0,0,0
1944,2,large,13,7,9200,0,0,0
1945,2,small,4,15,9200,0,0,0
1946,2,large,16,7,9200,0,0,0
1947,2,small,3,16,9200,0,0,0
1948,2,large,13,7,9200,0,0,0
1949,2,medium,9,13,9200,0,0,0
1950,3,small,3,18,9200,0,0,0
1951,3,large,12,9,9200,0,0,0
1952,3,large,12,9,9200,0,0,0
1953,3,medium,7,14,9200,0,0,0
1954,3,small,3,16,9200,0,0,0
1955,3,medium,8,14,9200,0,0,0
1956,1,small,3,18,9300,0,0,0
1957,1,medium,8,14,9300,0,0,0
1958,1,small,3,16,9300,0,0,0
1959,1,medium,9,10,9300,0,0,0
1960,1,large,15,9,9300,0,0,0
1961,1,medium,8,14,9300,0,0,0
1962,2,medium,9,14,9300,0,0,0
1963,2,small,4,16,9300,0,0,0
1964,2,large,15,9,9300,0,0,0
1965,2,medium,7,12,9300,0,0,0
1966,2,small,3,19,9300,0,0,0
1967,2,large,13,5,9300,0,0,0
1968,3,large,12,9,9300,0,0,0
1969,3,small,3,18,9300,0,0,0
1970,3,small,4,18,9300,0,0,0
1971,3,small,4,19,9300,0,0,0
1972,3,small,4,15,9300,0,0,0
1973,3,medium,9,10,9300,0,0,0
1974,3,small,4,17,9300,0,0,0
1975,3,small,3,15,9300,0,0,0
1976,1,small,4,16,9400,0,0,0
1977,1,medium,7,14,9400,0,0,0
1978,1,medium,7,11,9400,0,0,0
1979,1,small,4,16,9400,0,0,0
1980,1,large,16,6,9400,0,0,0
1981,1,medium,7,10,9400,0,0,0
1982,2,medium,8,12,9400,0,0,0
1983,2,medium,8,14,9400,0,0,0
1984,2,medium,9,10,9400,0,0,0
1985,2,small,3,17,9400,0,0,0
1986,2,large,15,8,9400,0,0,0
1987,2,small,3,18,9400,0,0,0
1988,2,medium,8,12,9400,0,0,0
1989,2,large,14,7,9400,0,0,0
1990,3,small,4,18,9400,0,0,0
1991,3,large,14,9,9400,0,0,0
1992,3,medium,9,12,9400,0,0,0
1993,3,large,13,6,9400,0,0,0
1994,3,small,3,19,9400,0,0,0
1995,3,medium,8,11,9400,0,0,0
1996,1,medium,7,13,9500,0,0,0
1997,1,medium,7,14,9500,0,0,0
1998,1,small,4,18,9500,0,0,0
1999,1,medium,7,12,9500,0,0,0
2000,1,small,3,18,9500,0,0,0
2001,1,large,16,8,9500,0,0,0
2002,1,small,3,16,9500,0,0,0
2003,1,medium,9,10,9500,0,0,0
2004,2,small,4,16,9500,0,0,0
2005,2,large,14,6,9500,0,0,0
2006,2,small,3,15,9500,0,0,0
2007,2,large,13,7,9500,0,0,0
2008,2,small,4,15,9500,0,0,0
2009,2,large,16,8,9500,0,0,0
2010,2,small,4,18,9500,0,0,0
2011,3,large,12,6,9500,0,0,0
2012,3,medium,8,14,9500,0,0,0
2013,3,large,13,8,9500,0,0,0
2014,3,large,12,9,9500,0,0,0
2015,3,small,4,15,9500,0,0,0
2016,3,medium,7,10,9500,0,0,0
2017,3,medium,8,14,9500,0,0,0
2018,3,medium,8,10,9500,0,0,0
2019,1,small,3,19,9600,0,0,0
2020,1,medium,7,12,9600,0,0,0
2021,1,medium,8,14,9600,0,0,0
2022,1,medium,8,11,9600,0,0,0
2023,1,large,12,5,9600,0,0,0
2024,1,large,14,5,9600,0,0,0
2025,1,small,4,16,9600,0,0,0
2026,2,medium,8,11,9600,0,0,0
2027,2,small,3,15,9600,0,0,0
2028,2,large,14,7,9600,0,0,0
2029,2,small,3,15,9600,0,0,0
2030,2,medium,8,12,9600,0,0,0
2031,2,large,15,9,9600,0,0,0
2032,2,large,16,6,9600,0,0,0
2033,2,small,4,17,9600,0,0,0
2034,3,small,4,15,9600,0,0,0
2035,3,medium,9,12,9600,0,0,0
2036,3,medium,9,10,9600,0,0,0
2037,3,small,3,19,9600,0,0,0
2038,3,medium,7,14,9600,0,0,0
2039,3,large,15,6,9600,0,0,0
2040,3,medium,7,11,9600,0,0,0
2041,1,small,4,15,9700,0,0,0
2042,1,small,4,19,9700,0,0,0
2043,1,medium,9,11,9700,0,0,0
2044,1,small,4,17,9700,0,0,0
2045,1,large,15,9,9700,0,0,0
2046,1,small,3,15,9700,0,0,0
2047,1,small,3,16,9700,0,0,0
2048,2,small,4,15,9700,0,0,0
2049,2,large,12,5,9700,0,0,0
2050,2,large,14,6,9700,0,0,0
2051,2,small,4,19,9700,0,0,0
2052,2,large,12,8,9700,0,0,0
2053,2,medium,7,13,9700,0,0,0
2054,2,large,14,6,9700,0,0,0
2055,3,large,12,5,9700,0,0,0
2056,3,medium,7,12,9700,0,0,0
2057,3,large,15,6,9700,0,0,0
2058,3,small,4,18,9700,0,0,0
2059,3,large,13,8,9700,0,0,0
2060,3,small,3,16,9700,0,0,0
2061,3,small,3,16,9700,0,0,0
2062,1,small,3,16,9800,0,0,0
2063,1,medium,9,13,9800,0,0,0
2064,1,small,3,18,9800,0,0,0
2065,1,large,13,9,9800,0,0,0
2066,1,large,13,8,9800,0,0,0
2067,1,large,16,6,9800,0,0,0
2068,1,large,12,7,9800,0,0,0
2069,1,medium,8,10,9800,0,0,0
2070,2,medium,7,14,9800,0,0,0
2071,2,small,4,15,9800,0,0,0
2072,2,small,3,18,9800,0,0,0
2073,2,small,3,15,9800,0,0,0
2074,2,large,14,7,9800,0,0,0
2075,2,large,15,5,9800,0,0,0
2076,2,large,15,6,9800,0,0,0
2077,2,small,4,16,9800,0,0,0
2078,3,small,4,19,9800,0,0,0
2079,3,small,4,15,9800,0,0,0
2080,3,small,3,16,9800,0,0,0
2081,3,small,3,17,9800,0,0,0
2082,3,small,4,17,9800,0,0,0
2083,3,medium,7,12,9800,0,0,0
2084,1,medium,9,11,9900,0,0,0
2085,1,medium,8,10,9900,0,0,0
2086,1,small,4,17,9900,0,0,0
2087,1,small,3,18,9900,0,0,0
2088,1,small,3,19,9900,0,0,0
2089,1,large,14,5,9900,0,0,0
2090,1,small,3,18,9900,0,0,0
2091,2,medium,8,11,9900,0,0,0
2092,2,large,13,8,9900,0,0,0
2093,2,small,3,18,9900,0,0,0
2094,2,small,3,19,9900,0,0,0
2095,2,large,12,9,9900,0,0,0
2096,2,small,4,18,9900,0,0,0
2097,2,large,14,9,9900,0,0,0
2098,3,medium,8,12,9900,0,0,0
2099,3,large,13,5,9900,0,0,0
2100,3,small,4,18,9900,0,0,0
2101,3,medium,8,14,9900,0,0,0
2102,3,large,12,5,9900,0,0,0
2103,3,large,12,5,9900,0,0,0
2104,3,medium,9,14,9900,0,0,0
2105,1,large,14,6,10000,0,0,0
2106,1,medium,9,13,10000,0,0,0
2107,1,small,4,15,10000,0,0,0
2108,1,small,4,15,10000,0,0,0
2109,1,large,15,9,10000,0,0,0
2110,1,small,3,17,10000,0,0,0
2111,1,large,15,9,10000,0,0,0
2112,2,small,4,15,10000,0,0,0
2113,2,medium,7,14,10000,0,0,0
2114,2,large,14,7,10000,0,0,0
2115,2,large,13,7,10000,0,0,0
2116,2,small,3,16,10000,0,0,0
2117,2,large,14,8,10000,0,0,0
